"proposal_id","reviewer_id","candidate_id","A_mean","A_median","A_q025","A_q975","D_mean","D_median","D_q025","D_q975","E_mean","E_median","E_q025","E_q975","A_rank","D_rank","E_rank"
"P018","R02",120,0.000314028479057145,0.000113414178687011,2.2919811731868e-09,0.00165046321888718,0.0663235977010464,0.0505404053368436,0.000240751284280939,0.216296672328666,9.09030308619157e-05,5.99207541442104e-06,2.00701404358617e-11,0.000770205879375127,11,7,95
"P005","R09",35,0.000313916589898781,0.000113111092776145,2.28005891970236e-09,0.001647447449217,0.0661796334335617,0.0504306206313648,0.00024071507858913,0.215665857641414,0.000239208654707297,1.75019792429849e-05,6.43095773211262e-11,0.00205241316712891,12,43,16
"P015","R09",105,0.000313916589898781,0.000113111092776145,2.28005891970236e-09,0.001647447449217,0.0661796334335617,0.0504306206313648,0.00024071507858913,0.215665857641414,0.000239208654707296,1.75019792429988e-05,6.43095773224814e-11,0.00205241316712874,12,44,17
"P026","R07",181,0.000313736749789321,0.000113373795373433,2.29197931470731e-09,0.00165033611783871,0.0663049170148115,0.050540127745242,0.00024075128427882,0.216170507641262,0.000101291754309981,8.66082330506883e-06,3.3320587996123e-11,0.000826752465184131,14,9,93
"P032","R07",223,0.000313706452000315,0.000113278271128588,2.29196841148473e-09,0.00164994963384942,0.0662895693444505,0.0505369346719932,0.000240751284003608,0.216109720997337,0.00014148978512619,1.30955847196437e-05,5.1587409075452e-11,0.00112272438746721,15,10,61
"P029","R07",202,0.000313706452000315,0.000113278271128588,2.29196841148473e-09,0.00164994963384942,0.0662895693444505,0.0505369346719933,0.000240751284003608,0.216109720997337,0.000141489785126192,1.30955847196471e-05,5.15874090751132e-11,0.00112272438746727,15,11,59
"P034","R07",237,0.000313706452000315,0.000113278271128588,2.29196841148473e-09,0.00164994963384942,0.0662895693444505,0.0505369346719932,0.000240751284003608,0.216109720997337,0.000141489785126191,1.30955847196506e-05,5.15874090486858e-11,0.00112272438746724,15,12,60
"P033","R07",230,0.000313696571348532,0.000113339821315874,2.2919756212038e-09,0.00164959409285492,0.0663057072667783,0.0505401241594072,0.000240751284277301,0.216226568066889,1.63267426147108e-06,2.45960213821061e-07,1.43784495655532e-12,1.08226444562078e-05,18,8,276
"P026","R03",177,0.000313586251906033,0.000113070123192235,2.28005650875746e-09,0.00164675668449041,0.0661583782647688,0.0504297770426653,0.000240715078453172,0.215351296417731,0.000212061214853362,1.28778379366364e-05,4.21419347158901e-11,0.00177890736857881,19,47,26
"P026","R04",178,0.00031352323710775,0.000113062729618292,2.28005591915079e-09,0.00164675251202299,0.0661557330791987,0.0504297125783048,0.00024071507845236,0.215331777946081,0.000187066375161131,1.18734908869239e-05,4.18626490248739e-11,0.00153829122166804,20,49,31
"P018","R03",121,0.000313470545243341,0.000113054609261127,2.28005517771739e-09,0.00164659274788181,0.0661566651232165,0.0504298032921617,0.000240715078452824,0.215365537818797,7.68463944564101e-05,5.51859830077821e-06,1.99711826757439e-11,0.0006564768289985,21,48,112
"P013","R02",86,0.00031343574017707,0.0001132479913507,2.29196734787343e-09,0.00164849958474483,0.066278520647889,0.0505364118217058,0.00024075128400393,0.216030362810983,0.000135980882302737,1.03062415640256e-05,3.80210649050035e-11,0.00113451782211466,22,13,64
"P026","R09",182,0.000313402839834412,0.000113042167357305,2.28005470922637e-09,0.00164675394670279,0.0661484198087824,0.0504296191205981,0.000240715078451531,0.215292739070936,0.000163990025296551,1.10835386060992e-05,4.16376678981752e-11,0.00135970738704727,23,50,51
"P029","R03",199,0.000313375792532834,0.00011293049252335,2.28004270185222e-09,0.00164658947459721,0.0661306556081697,0.0504281218731494,0.000240715078176301,0.215231323930415,0.000274991613085169,1.91847495088458e-05,6.53522418953944e-11,0.00233649073349892,24,55,8
"P032","R03",220,0.000313375792532834,0.00011293049252335,2.28004270185222e-09,0.00164658947459721,0.0661306556081697,0.0504281218731494,0.000240715078176301,0.215231323930416,0.000274991613085168,1.91847495088701e-05,6.53522431632333e-11,0.00233649073349887,24,55,9
"P034","R03",234,0.000313375792532834,0.00011293049252335,2.28004270185222e-09,0.00164658947459721,0.0661306556081697,0.0504281218731494,0.000240715078176301,0.215231323930416,0.000274991613085167,1.91847495088458e-05,6.53522406262002e-11,0.00233649073349893,26,55,10
"P032","R04",221,0.000313310370982252,0.000112923024759064,2.28004211222415e-09,0.00164658529256398,0.0661279517550147,0.050428057311165,0.000240715078175489,0.215211486214837,0.000246203777568616,1.76256314200485e-05,6.49768243970637e-11,0.00209574426243398,27,58,15
"P029","R04",200,0.000313310370982252,0.000112923024759064,2.28004211222415e-09,0.00164658529256398,0.0661279517550147,0.050428057311165,0.000240715078175489,0.215211486214837,0.000246203777568619,1.76256314200589e-05,6.49768243967248e-11,0.00209574426243392,27,59,13
"P034","R04",235,0.000313310370982252,0.000112923024759064,2.28004211222415e-09,0.00164658529256398,0.0661279517550147,0.050428057311165,0.000240715078175489,0.215211486214837,0.000246203777568616,1.76256314200571e-05,6.49768247141928e-11,0.00209574426243414,27,59,14
"P029","R09",203,0.000313196614129781,0.000112902917431323,2.28004090240054e-09,0.0016465867323405,0.066120896976223,0.0504279641979508,0.000240715078174659,0.215173495563323,0.000217760999596161,1.63523850157873e-05,6.4790562750495e-11,0.00187965063574736,30,63,23
"P032","R09",224,0.000313196614129781,0.000112902917431323,2.28004090240054e-09,0.0016465867323405,0.066120896976223,0.0504279641979508,0.00024071507817466,0.215173495563323,0.00021776099959616,1.63523850157856e-05,6.47905627010283e-11,0.00187965063574736,30,63,25
"P034","R09",238,0.000313196614129781,0.000112902917431323,2.28004090240054e-09,0.0016465867323405,0.0661208969762229,0.0504279641979508,0.000240715078174659,0.215173495563323,0.00021776099959616,1.63523850157856e-05,6.47905630137528e-11,0.00187965063574738,32,65,24
"P006","R07",40,0.000313037047166846,0.000113122588903419,2.29195548190976e-09,0.00164740264518691,0.066247308447195,0.0505302191440545,0.000240751283727088,0.215866070493544,1.00778407418806e-05,7.43872156728012e-08,1.49767202220659e-14,9.72066901292603e-05,33,16,233
"P023","R07",159,0.000313037047166846,0.000113122588903419,2.29195548190976e-09,0.00164740264518691,0.066247308447195,0.0505302191440545,0.000240751283727088,0.215866070493544,1.00778407418796e-05,7.43872156697654e-08,1.49775767417822e-14,9.72066901291514e-05,33,16,234
"P002","R07",12,0.000313037047166846,0.000113122588903419,2.29195548190976e-09,0.00164740264518691,0.066247308447195,0.0505302191440545,0.000240751283727088,0.215866070493544,1.00778407418786e-05,7.43872156680307e-08,1.4976724287824e-14,9.72066901292874e-05,33,16,235
"P033","R02",226,0.000312979155399925,0.0001131783338625,2.29196167929917e-09,0.00164706045000876,0.066249516927542,0.0505319785968048,0.000240751283731409,0.215801769296464,3.30694772671275e-05,1.15194734281315e-06,2.88448161569251e-12,0.000281950340598308,36,14,178
"P020","R04",136,0.000312978982486009,0.000112912611414254,2.28004165310094e-09,0.0016463174590436,0.0661186267104524,0.0504274812805446,0.000240715078040921,0.215118089383105,7.91445561946295e-05,4.46595582254822e-06,1.42703095122446e-11,0.000644151892497699,37,66,108
"P040","R04",276,0.000312978982486009,0.000112912611414254,2.28004165310094e-09,0.0016463174590436,0.0661186267104523,0.0504274812805446,0.000240715078040921,0.215118089383105,7.91445561946306e-05,4.46595582254822e-06,1.42703093428381e-11,0.000644151892497595,38,67,107
"P035","R02",240,0.000312962073573331,0.000113177977378811,2.29196167923317e-09,0.00164705986313512,0.0662490222507369,0.0505319700971012,0.000240751283731409,0.215797597897454,4.91236797131353e-05,2.41578917049845e-06,7.33451780450393e-12,0.000409678621931928,39,15,153
"P013","R03",87,0.000312840470906854,0.000112886752526993,2.28004136153799e-09,0.00164640064312076,0.0661104871765176,0.0504279460476821,0.000240715078175816,0.215091699630903,0.000118753704159435,9.5122036756698e-06,3.78873306446299e-11,0.000978006583098714,40,69,77
"P040","R02",274,0.000312835458784223,0.000113133448199021,2.29195587275747e-09,0.00164691385451802,0.0662337490238344,0.0505272628585537,0.000240751283325193,0.215647064696586,0.000120185807850516,5.75803922678308e-06,1.63492400746254e-11,0.00101736127204631,41,22,74
"P020","R02",134,0.000312835458784223,0.000113133448199021,2.29195587275747e-09,0.00164691385451802,0.0662337490238345,0.0505272628585537,0.000240751283325193,0.215647064696586,0.000120185807850515,5.7580392268039e-06,1.63492400207541e-11,0.00101736127204612,42,21,75
"P035","R07",245,0.000312810489484093,0.000113156740782894,2.29196019868416e-09,0.00164698527964683,0.0662415544907403,0.0505312010150663,0.000240751283729777,0.215753374225236,5.93569046043579e-06,8.22844296418518e-07,4.14264114887417e-12,4.13478855674054e-05,43,19,248
"P036","R07",251,0.000312783023095214,0.000113154865026978,2.29196019807152e-09,0.00164696897818487,0.0662404250804185,0.0505311591489416,0.000240751283729776,0.215745111066878,1.58929969014597e-07,5.7465716421512e-09,5.20813064577202e-14,1.24017086822331e-06,44,20,294
"P015","R07",103,0.000312739317318523,0.000113102252937106,2.2919553243661e-09,0.00164719991401169,0.066222979719454,0.0505277777664385,0.00024075128359142,0.21561684356911,0.000173756531962087,1.53570454737816e-05,5.87783498731185e-11,0.00139095421490889,45,24,43
"P005","R07",33,0.000312739317318523,0.000113102252937106,2.2919553243661e-09,0.00164719991401169,0.066222979719454,0.0505277777664385,0.00024075128359142,0.21561684356911,0.00017375653196209,1.53570454738822e-05,5.87783498880263e-11,0.00139095421490884,45,25,42
"P018","R07",124,0.000312682304763163,0.000113134051242722,2.29195916813868e-09,0.00164707044692032,0.0662299985864072,0.0505301859386057,0.000240751283728472,0.215669672535728,2.54916329063921e-05,3.01245864366313e-06,1.27531855511991e-11,0.000189370015251546,47,23,199
"P026","R05",179,0.000312647547355483,0.000112730549160782,2.27230114473187e-09,0.00164638906118745,0.0660192097012842,0.0503829060929796,0.000240696852804668,0.214540767771241,0.000120474596878994,9.28737675155202e-06,3.96498291730673e-11,0.00102310240643034,48,94,73
"P029","R05",201,0.000312546361654221,0.000112619070387299,2.27228907230133e-09,0.00164622134985249,0.0659995282816204,0.0503762864607379,0.000240696852528632,0.214457690530653,0.000165482263815734,1.39695328457961e-05,5.61384199893996e-11,0.00134051389817624,49,107,48
"P032","R05",222,0.000312546361654221,0.000112619070387299,2.27228907230133e-09,0.00164622134985249,0.0659995282816204,0.0503762864607379,0.000240696852528632,0.214457690530653,0.000165482263815731,1.39695328457649e-05,5.61384200461508e-11,0.00134051389817622,50,105,49
"P034","R05",236,0.000312546361654221,0.000112619070387299,2.27228907230133e-09,0.00164622134985249,0.0659995282816204,0.0503762864607379,0.000240696852528632,0.214457690530653,0.000165482263815731,1.3969532845803e-05,5.61384199922795e-11,0.00134051389817619,50,105,50
"P027","R04",186,0.000312324437927164,0.000112743077986205,2.28002783641918e-09,0.0016461171254969,0.0660715116810301,0.0504256196303296,0.000240715077763914,0.214838413397497,0.00012071007579843,7.95255371931897e-06,2.64916063925599e-11,0.00101903766956122,52,79,71
"P022","R04",151,0.000312324437927164,0.000112743077986205,2.28002783641918e-09,0.0016461171254969,0.0660715116810301,0.0504256196303295,0.000240715077763914,0.214838413397497,0.000120710075798428,7.95255371929468e-06,2.64916062882054e-11,0.00101903766956132,53,78,72
"P018","R09",126,0.000312234813832765,0.000112802192429984,2.28003501006084e-09,0.00164636692618228,0.0660702715564563,0.0504261990405169,0.00024071507790119,0.214766737826496,5.83144620968066e-05,4.42200865970362e-06,1.89433361539614e-11,0.000488934129105657,54,80,136
"P013","R07",89,0.000312228356053532,0.000113010032654811,2.29194825558148e-09,0.001646721800586,0.0661960379366133,0.0505241971290988,0.000240751283453123,0.215454367793581,5.0214276097329e-05,6.035667099627e-06,2.45010434721048e-11,0.000385548332337021,55,26,148
"P024","R07",167,0.000312222695233419,0.000112971097824249,2.29194342587377e-09,0.00164653478067715,0.0661933679747439,0.0505221108272419,0.000240751283316204,0.215464112121645,2.74508878791524e-05,9.69222682970991e-07,2.30796710851144e-12,0.000237216621508387,56,27,194
"P028","R07",195,0.000312222695233419,0.000112971097824249,2.29194342587377e-09,0.00164653478067715,0.0661933679747439,0.0505221108272419,0.000240751283316204,0.215464112121645,2.74508878791517e-05,9.69222682976195e-07,2.3079671125772e-12,0.00023721662150833,56,27,195
"P022","R02",149,0.00031221969742627,0.000112965625501992,2.29194204695999e-09,0.00164650671187997,0.0661877624133019,0.0505200081207373,0.000240751283048185,0.215375107778119,0.00017808801357331,9.6460671192896e-06,2.90956004179722e-11,0.00153927334067043,58,35,36
"P027","R02",184,0.00031221969742627,0.000112965625501992,2.29194204695999e-09,0.00164650671187997,0.0661877624133019,0.0505200081207373,0.000240751283048185,0.215375107778119,0.00017808801357331,9.64606711927746e-06,2.90955995743274e-11,0.00153927334067062,58,35,37
"P002","R02",9,0.000312216111417362,0.000112955427021505,2.29194153854925e-09,0.00164662448301032,0.0661871507182934,0.050520544339294,0.000240751283181196,0.215417070968181,1.21135606188524e-06,2.14162504189042e-08,3.43730963678536e-14,1.1556349037356e-05,60,37,277
"P006","R02",37,0.000312216111417362,0.000112955427021505,2.29194153854925e-09,0.00164662448301032,0.0661871507182934,0.0505205443392939,0.000240751283181196,0.215417070968181,1.2113560618836e-06,2.14162503998222e-08,3.43730964525569e-14,1.15563490373005e-05,61,37,279
"P023","R02",156,0.000312216111417362,0.000112955427021505,2.29194153854925e-09,0.00164662448301032,0.0661871507182934,0.0505205443392939,0.000240751283181196,0.215417070968181,1.21135606188468e-06,2.14162504015569e-08,3.43731096239192e-14,1.15563490373519e-05,61,39,278
"P038","R07",264,0.000312185965039705,0.000112969041584544,2.29194342526092e-09,0.00164651245273884,0.0661919575032999,0.0505220670436517,0.000240751283316204,0.215453943408468,5.91911588214688e-05,4.8075503812188e-06,1.87035361275746e-11,0.000490098387939845,63,29,135
"P016","R07",110,0.000312185965039705,0.000112969041584544,2.29194342526092e-09,0.00164651245273884,0.0661919575032999,0.0505220670436517,0.000240751283316203,0.215453943408468,5.91911588214716e-05,4.80755038120492e-06,1.87035361794131e-11,0.000490098387939873,64,29,134
"P040","R03",275,0.00031212524901999,0.00011273577832293,2.28002691912662e-09,0.00164610852549617,0.0660558445845064,0.0504243260952884,0.000240715077494212,0.214653964862418,0.000102584680014516,5.29098305518914e-06,1.56512442644406e-11,0.00086411275842476,65,84,89
"P020","R03",135,0.00031212524901999,0.00011273577832293,2.28002691912662e-09,0.00164610852549617,0.0660558445845064,0.0504243260952884,0.000240715077494212,0.214653964862418,0.000102584680014515,5.29098305517006e-06,1.56512459544407e-11,0.000864112758424815,66,84,90
"P005","R05",32,0.000312080777736668,0.000112544831864091,2.27228432613593e-09,0.00164619860226903,0.0659682580089361,0.0503684594013305,0.000240696852390618,0.214218267234981,0.000187472779334706,1.50739886279616e-05,6.3378049381997e-11,0.00156681864281412,67,114,29
"P015","R05",102,0.000312080777736668,0.000112544831864091,2.27228432613593e-09,0.00164619860226903,0.0659682580089361,0.0503684594013305,0.000240696852390618,0.214218267234981,0.000187472779334705,1.50739886278922e-05,6.33780494091021e-11,0.00156681864281412,68,115,30
"P036","R05",249,0.000312071925779601,0.000112594641027623,2.27228912866094e-09,0.00164593910478998,0.0659844871940808,0.0503756683943542,0.000240696852528976,0.214341855376012,1.67252602783752e-06,8.5917789601625e-09,5.66962858497382e-14,1.64392345225153e-05,69,112,273
"P036","R02",247,0.000312063782236976,0.000112993349572018,2.29194625616686e-09,0.00164659627188594,0.0661841830878594,0.0505215789022522,0.000240751283183885,0.21531154305525,2.5896520837995e-05,1.57889752079501e-07,1.12517882110055e-13,0.000254981252500214,70,40,197
"P025","R02",170,0.000312041676294806,0.00011294474401854,2.29194153491037e-09,0.00164650594571074,0.0661796521029124,0.0505202242436634,0.000240751283181127,0.215329874975094,4.6012652401556e-06,2.72022011891387e-07,8.78223880303294e-13,3.91085422121476e-05,71,42,256
"P003","R02",16,0.000312041676294806,0.00011294474401854,2.29194153491037e-09,0.00164650594571074,0.0661796521029124,0.0505202242436634,0.000240751283181127,0.215329874975094,4.60126524015487e-06,2.72022011884449e-07,8.78223911643513e-13,3.9108542212201e-05,72,41,257
"P003","R07",20,0.000311992596960311,0.00011292915068783,2.2919400558172e-09,0.00164648351494185,0.066176117000218,0.0505195497521694,0.000240751283179495,0.215300686910154,5.87813308479582e-06,5.17954917567121e-08,1.79936997241189e-13,5.50908634000055e-05,73,45,249
"P025","R07",174,0.000311992596960311,0.00011292915068783,2.2919400558172e-09,0.00164648351494185,0.066176117000218,0.0505195497521694,0.000240751283179495,0.215300686910154,5.87813308479486e-06,5.17954917844676e-08,1.79936881028269e-13,5.5090863399925e-05,73,46,250
"P040","R09",280,0.000311981976619947,0.000112709850852473,2.28002512017793e-09,0.00164604286727349,0.0660474377433252,0.0504241759658146,0.00024071507749257,0.214606672832453,7.08891909734433e-05,4.31244728402169e-06,1.42652844980942e-11,0.000578569538556926,75,86,122
"P020","R09",140,0.000311981976619947,0.000112709850852473,2.28002512017793e-09,0.00164604286727349,0.0660474377433252,0.0504241759658146,0.00024071507749257,0.214606672832453,7.08891909734419e-05,4.31244728401822e-06,1.4265284255504e-11,0.000578569538557088,75,87,123
"P025","R03",171,0.000311866275316822,0.000112665343522303,2.28002236562894e-09,0.00164596236153521,0.0660415999526903,0.0504246508408962,0.000240715077625957,0.214637272395037,2.25142392911134e-06,1.77557433469686e-07,7.44035834564217e-13,1.8848643183219e-05,77,88,269
"P003","R03",17,0.000311866275316822,0.000112665343522303,2.28002236562894e-09,0.00164596236153521,0.0660415999526903,0.0504246508408962,0.000240715077625957,0.214637272395037,2.25142392911225e-06,1.77557433467951e-07,7.44035817284744e-13,1.88486431834126e-05,78,89,268
"P018","R04",122,0.000311861546045359,0.000112712857114722,2.28002703659268e-09,0.00164617402325116,0.0660407854296872,0.0504245760678483,0.000240715077627023,0.214545324122112,7.33011461406724e-05,5.25385845387069e-06,1.9899731498453e-11,0.000603824802293728,79,90,119
"P035","R03",241,0.000311746167509806,0.000112668774040478,2.28002369299126e-09,0.00164600778201823,0.0660338618030997,0.0504245308622413,0.000240715077626237,0.21454584332393,4.05036846332393e-05,2.18406303739965e-06,6.71507402143218e-12,0.000334146056346583,80,91,173
"P036","R09",252,0.000311608862442395,0.000112643221967361,2.28002189401919e-09,0.00164594292832275,0.0660257145853651,0.0504243783646168,0.000240715077624595,0.214498505418209,8.29211598710249e-06,1.75875834451666e-08,5.69226913614405e-14,7.90771616495516e-05,81,92,237
"P013","R09",91,0.000311607476409725,0.000112634686144862,2.28002119396082e-09,0.00164595096676132,0.0660242509415732,0.0504243420305002,0.000240715077624182,0.214493471606252,9.69390695586491e-05,8.24277385775424e-06,3.28448915040043e-11,0.000780943374887662,82,93,94
"P023","R03",157,0.000311581166702088,0.000112574062147342,2.2800137564698e-09,0.00164585046423209,0.0660146349138734,0.0504230682393914,0.000240715077351442,0.214455822337413,2.51410151632658e-07,3.9542178559282e-09,1.52674774949249e-14,2.24875333337051e-06,83,97,292
"P002","R03",10,0.000311581166702088,0.000112574062147342,2.2800137564698e-09,0.00164585046423209,0.0660146349138734,0.0504230682393914,0.000240715077351442,0.214455822337413,2.51410151632374e-07,3.95421784205041e-09,1.52662130441412e-14,2.24875333339896e-06,83,97,293
"P006","R03",38,0.000311581166702088,0.000112574062147342,2.2800137564698e-09,0.00164585046423209,0.0660146349138734,0.0504230682393914,0.000240715077351442,0.214455822337413,2.51410151632963e-07,3.95421784205041e-09,1.52679071100358e-14,2.24875333342533e-06,85,97,291
"P027","R03",185,0.000311472015388971,0.000112566294947149,2.28001310246625e-09,0.00164567896010627,0.066008755629541,0.050422464531177,0.000240715077217204,0.214374475813146,0.000155860164930895,9.20226457435183e-06,2.90642872856822e-11,0.00133961380514601,86,101,55
"P022","R03",150,0.000311472015388971,0.000112566294947149,2.28001310246625e-09,0.00164567896010627,0.0660087556295411,0.050422464531177,0.000240715077217204,0.214374475813146,0.000155860164930896,9.2022645743553e-06,2.90642851725044e-11,0.00133961380514606,87,100,54
"P008","R07",54,0.000311462723982669,0.000112817483017889,2.2919301732234e-09,0.0016459886400342,0.066141103574857,0.0505131490509595,0.000240751282771206,0.214720082588743,7.97131774755793e-05,7.46701734362018e-06,2.86229791855253e-11,0.000624558172871451,88,51,105
"P011","R07",75,0.000311462723982669,0.000112817483017889,2.2919301732234e-09,0.0016459886400342,0.066141103574857,0.0505131490509595,0.000240751282771206,0.214720082588743,7.9713177475577e-05,7.46701734360977e-06,2.86229791455453e-11,0.000624558172871394,88,51,106
"P028","R02",191,0.000311343995014991,0.000112800577252488,2.29192948161324e-09,0.00164607828667808,0.0661309313584162,0.0505123766881099,0.000240751282770312,0.214473215365978,1.07609267215607e-06,1.67154905878625e-07,1.1108995799945e-12,7.90165195701034e-06,90,53,280
"P024","R02",163,0.000311343995014991,0.000112800577252488,2.29192948161324e-09,0.00164607828667808,0.0661309313584162,0.0505123766881099,0.000240751282770312,0.214473215365978,1.07609267215388e-06,1.67154905809236e-07,1.11089994862324e-12,7.90165195727957e-06,90,54,281
"P027","R09",189,0.000311332844003509,0.000112540747986006,2.28001130359695e-09,0.00164561462243478,0.0660005463182247,0.0504223146485392,0.000240715077215563,0.214312988766697,0.000111845351708916,7.94772471898741e-06,2.64177535392362e-11,0.000952056041177688,92,102,81
"P022","R09",154,0.000311332844003509,0.000112540747986006,2.28001130359696e-09,0.00164561462243478,0.0660005463182247,0.0504223146485392,0.000240715077215563,0.214312988766697,0.000111845351708917,7.94772471899088e-06,2.64177548074139e-11,0.000952056041177683,92,103,80
"P033","R03",227,0.000311304675953103,0.000112567254117125,2.28001508028236e-09,0.001645790388123,0.0659999366287256,0.0504228567697404,0.000240715077351654,0.214278883768194,2.67558409350584e-05,1.01859671274712e-06,2.70289378173031e-12,0.000230928312590534,94,104,196
"P036","R04",248,0.000311229237081538,0.000112559436451755,2.28001449052481e-09,0.00164574251126507,0.0659970008225352,0.0504227905264466,0.000240715077350841,0.214248448053078,1.36841343470686e-05,2.93005150385495e-08,9.92892621953125e-14,0.000130741830151502,95,108,217
"P013","R04",88,0.00031122707909513,0.000112544881597872,2.28001322039183e-09,0.00164575497165617,0.0659944902050533,0.0504227187072254,0.000240715077350015,0.214234357193862,0.00011839803537755,9.4613308624196e-06,3.789190442129e-11,0.000971387069046722,96,110,78
"P030","R02",205,0.000311188662701717,0.000112785630016236,2.291928280203e-09,0.00164588831957851,0.0661230741901219,0.0505110467498281,0.000240751282636063,0.214376522502568,3.09852156961685e-05,2.28850464053382e-06,7.39509048683124e-12,0.000255879901123834,97,61,183
"P035","R04",242,0.00031118676283927,0.000112557125298869,2.28001448995842e-09,0.0016457191595417,0.0659953056412987,0.0504227849940222,0.000240715077350841,0.214231989014617,3.41531494585954e-05,1.89752071918202e-06,6.66771817880302e-12,0.000274819253765279,98,109,177
"P009","R07",62,0.000311155692804452,0.000112776424766453,2.29192799939051e-09,0.00164595444476772,0.0661213319677266,0.0505114127893842,0.000240751282768612,0.214270315610613,4.78926120494304e-05,3.81458434821e-06,1.49525282966797e-11,0.00039439136087063,99,62,154
"P033","R09",231,0.00031112475378732,0.000112539388777104,2.2800132807439e-09,0.00164570212118104,0.0659900905459306,0.0504226987391915,0.000240715077350012,0.21419288921238,1.44605201745747e-05,6.50134463963878e-07,2.39507204894589e-12,0.000128497100443541,100,111,215
"P040","R05",277,0.000311121832214392,0.000112366205543432,2.27226816597638e-09,0.00164542169179854,0.0659083175020135,0.0503482048804787,0.000240696851843233,0.213807246403191,4.54750242268725e-05,3.51466995592541e-06,1.41173448565322e-11,0.000384067590602927,101,141,167
"P020","R05",137,0.000311121832214392,0.000112366205543432,2.27226816597638e-09,0.00164542169179854,0.0659083175020135,0.0503482048804787,0.000240696851843234,0.213807246403191,4.54750242268742e-05,3.51466995589765e-06,1.411734469729e-11,0.000384067590602975,102,141,166
"P031","R07",215,0.000311076898997117,0.000112766114604026,2.29192679994677e-09,0.00164583060398636,0.0661171094008389,0.0505102970245923,0.00024075128263443,0.21423407099812,3.19045176971926e-05,2.65189274446451e-06,1.08192631753884e-11,0.000259771459166464,103,68,180
"P016","R06",109,0.000311036795003463,0.000112240428484292,2.26287910351916e-09,0.00164502322970632,0.0658118410286335,0.0502084417589149,0.000240678544082562,0.213349515644964,0.000174074613722283,7.43128969129918e-06,2.12116456628606e-11,0.00144662960566276,104,182,40
"P038","R06",263,0.000311036795003463,0.000112240428484292,2.26287910351916e-09,0.00164502322970632,0.0658118410286335,0.050208441758915,0.000240678544082562,0.213349515644964,0.000174074613722283,7.43128969129658e-06,2.12116454405991e-11,0.00144662960566276,104,182,41
"P035","R05",243,0.000311008758007574,0.000112376244398022,2.27227083152723e-09,0.00164540744039708,0.0659078626885168,0.0503510431170305,0.000240696851978985,0.21379968665702,1.1312201375455e-05,1.11748631417136e-06,4.62681572810137e-12,9.03457412362591e-05,106,143,231
"P028","R06",194,0.000311003760576927,0.000112238679080537,2.26287910304371e-09,0.00164500590069622,0.065810506692655,0.050208355378343,0.000240678544082562,0.213336878388131,0.000109971580893817,1.98543268285604e-06,3.38383465005655e-12,0.00105649634303531,107,184,82
