"candidate_id","proposal_id","reviewer_id","A_mean","D_mean","E_mean","A_rank","D_rank","E_rank","A_plugin","D_plugin","E_plugin","A_plugin_rank","D_plugin_rank","E_plugin_rank"
40,"P006","R07",0.000303615651645741,0.0650728039937122,8.23093467791885e-06,33,16,233,0.000101774339200091,0.0489383689722737,3.58132485479834e-07,22,18,257
12,"P002","R07",0.000303615651645741,0.0650728039937122,8.23093467791824e-06,33,16,234,0.000101774339200091,0.0489383689722738,3.5813248550759e-07,21,17,256
159,"P023","R07",0.000303615651645741,0.0650728039937122,8.23093467791796e-06,35,18,235,0.000101774339200091,0.0489383689722737,3.58132485472895e-07,23,19,258
226,"P033","R02",0.000303588961176719,0.0650751403588818,2.73573570730336e-05,36,14,181,0.000101782840532579,0.0489385754759067,2.66456242589003e-06,17,14,198
240,"P035","R02",0.000303576549155795,0.0650747629005475,4.09760161012186e-05,37,15,157,0.000101782803398527,0.0489385728626732,5.3064911470016e-06,18,15,159
276,"P040","R04",0.000303497433433281,0.0649463035205885,6.62239983271133e-05,38,68,105,0.00010152205143422,0.048810011868902,9.12889660929089e-06,83,81,138
136,"P020","R04",0.000303497433433281,0.0649463035205885,6.62239983271127e-05,39,67,106,0.00010152205143422,0.048810011868902,9.12889660933947e-06,82,82,137
274,"P040","R02",0.000303465231136959,0.0650613693006498,0.000100383943144248,40,21,75,0.000101768329231891,0.0489356461312779,1.3455061277555e-05,25,24,104
134,"P020","R02",0.000303465231136958,0.0650613693006498,0.000100383943144247,41,21,76,0.000101768329231891,0.0489356461312778,1.3455061277555e-05,25,25,104
245,"P035","R07",0.000303458350895609,0.0650686431014918,5.22912931024865e-06,42,19,246,0.000101780993900738,0.0489383739661415,1.62601313341559e-06,19,16,210
251,"P036","R07",0.000303437516397526,0.0650677423266789,1.33152330091538e-07,43,20,294,0.000101780906506747,0.0489383637672693,1.4456456462475e-08,20,20,289
103,"P015","R07",0.000303402121140494,0.0650528799616531,0.00014819509942408,44,24,39,0.000101786073702605,0.0489369234412842,3.15575987512653e-05,15,22,22
33,"P005","R07",0.000303402121140494,0.0650528799616531,0.00014819509942408,45,25,38,0.000101786073702605,0.0489369234412842,3.15575987513486e-05,15,23,21
87,"P013","R03",0.000303392866500289,0.0649398740776862,0.000100678282298911,46,69,74,0.00010152808564149,0.0488107602775128,1.90024659767266e-05,80,80,71
124,"P018","R07",0.000303364073994544,0.0650591730094874,2.21406580516023e-05,47,23,198,0.000101787033631929,0.0489380846990868,5.94615979464946e-06,14,21,157
179,"P026","R05",0.000303214534931899,0.0648529258642604,0.000101917536800436,48,101,71,0.000101401786145413,0.0487400517292887,1.81058570970297e-05,157,157,75
201,"P029","R05",0.000303108419304747,0.0648355993284674,0.000140718209126822,49,109,48,0.000101384465435493,0.0487376764849655,2.7784820321293e-05,158,160,32
222,"P032","R05",0.000303108419304747,0.0648355993284674,0.000140718209126821,49,109,49,0.000101384465435493,0.0487376764849656,2.77848203213762e-05,158,158,30
236,"P034","R05",0.000303108419304747,0.0648355993284674,0.000140718209126821,49,111,50,0.000101384465435493,0.0487376764849655,2.77848203213693e-05,160,159,31
89,"P013","R07",0.000302990759398547,0.065030489944902,4.36991231065139e-05,52,26,143,0.000101768816184591,0.0489355242221952,1.21473693982313e-05,24,26,113
195,"P028","R07",0.000302968830668839,0.0650277622481154,2.2760713659721e-05,53,27,195,0.000101754671848881,0.0489345650803929,2.44601831522057e-06,31,27,203
167,"P024","R07",0.000302968830668839,0.0650277622481154,2.27607136597212e-05,53,28,194,0.000101754671848881,0.0489345650803929,2.4460183152622e-06,32,28,202
186,"P027","R04",0.000302965058100912,0.0649067651960946,0.000101529072281736,55,82,73,0.000101502384682642,0.0488071967750382,1.60799527008995e-05,91,85,85
151,"P022","R04",0.000302965058100912,0.0649067651960946,0.000101529072281736,56,81,72,0.000101502384682642,0.0488071967750382,1.60799527009203e-05,90,84,84
156,"P023","R02",0.000302963088805268,0.06502238074865,9.92615889137297e-07,57,33,282,0.000101755383125451,0.0489336267875073,5.71880650751533e-08,30,33,283
37,"P006","R02",0.000302963088805268,0.06502238074865,9.92615889137946e-07,57,34,281,0.000101755383125451,0.0489336267875073,5.71880650820922e-08,28,33,282
9,"P002","R02",0.000302963088805268,0.06502238074865,9.92615889136522e-07,59,34,283,0.000101755383125451,0.0489336267875074,5.71880650612755e-08,28,32,284
184,"P027","R02",0.00030296234810885,0.0650227208078205,0.000149430047298648,60,31,37,0.000101749050118949,0.0489328356273885,2.2606889941483e-05,39,40,57
149,"P022","R02",0.00030296234810885,0.0650227208078205,0.000149430047298649,60,32,36,0.000101749050118949,0.0489328356273885,2.26068899414691e-05,40,39,58
110,"P016","R07",0.000302941207383559,0.0650266454833273,5.02423150971883e-05,62,29,138,0.000101754581359623,0.0489345545260531,9.82060360662368e-06,33,29,134
264,"P038","R07",0.000302941207383559,0.0650266454833273,5.02423150971871e-05,63,29,139,0.000101754581359623,0.048934554526053,9.82060360659592e-06,34,30,135
126,"P018","R09",0.000302927481916679,0.0649065800913464,4.92982233187885e-05,64,83,140,0.000101524195095503,0.0488080887212686,8.62434407319229e-06,81,83,141
247,"P036","R02",0.00030286219329239,0.0650204320012212,2.11295209970479e-05,65,36,201,0.000101762068563344,0.0489336405936194,8.16809054067502e-07,27,31,233
16,"P003","R02",0.000302830392314211,0.0650163692771231,3.86151537231295e-06,66,37,258,0.000101754493001964,0.0489334890600038,5.89421234854781e-07,36,36,244
170,"P025","R02",0.000302830392314211,0.0650163692771231,3.86151537231408e-06,67,37,257,0.000101754493001964,0.0489334890600038,5.89421234854781e-07,35,35,244
275,"P040","R03",0.000302818565802187,0.0648936875644249,8.58172313091272e-05,68,85,92,0.000101502593455648,0.0488051714568837,1.19692282135389e-05,88,92,117
135,"P020","R03",0.000302818565802187,0.0648936875644249,8.58172313091252e-05,69,84,93,0.000101502593455648,0.0488051714568836,1.19692282135528e-05,88,93,116
20,"P003","R07",0.000302789963832257,0.0650133736583291,4.76594485669237e-06,70,40,250,0.000101752801662511,0.0489333091838897,2.39462826442938e-08,38,37,287
174,"P025","R07",0.000302789963832257,0.0650133736583291,4.76594485669249e-06,71,39,249,0.000101752801662511,0.0489333091838896,2.39462826165382e-08,37,38,288
32,"P005","R05",0.000302747146634366,0.0648097676803337,0.000159019105861491,72,118,29,0.000101381675105909,0.0487361006459778,3.00580939354977e-05,161,163,23
102,"P015","R05",0.000302747146634366,0.0648097676803337,0.000159019105861491,72,119,30,0.000101381675105909,0.0487361006459778,3.0058093935463e-05,162,162,24
249,"P036","R05",0.00030274167065806,0.0648236564373755,1.36093820585522e-06,74,113,276,0.000101375738266233,0.0487375426689449,1.72342733140152e-09,163,161,293
280,"P040","R09",0.000302706247757499,0.0648867707517901,5.94567399163702e-05,75,86,125,0.000101501215287843,0.0488049575156788,8.77075772637986e-06,92,94,140
140,"P020","R09",0.000302706247757499,0.0648867707517901,5.94567399163713e-05,76,86,124,0.000101501215287843,0.0488049575156788,8.77075772639374e-06,93,95,139
122,"P018","R04",0.00030262725254765,0.0648817205270961,6.17315401108992e-05,77,90,119,0.00010151340481569,0.048805601316941,9.9796742751776e-06,84,88,133
17,"P003","R03",0.00030260955376539,0.0648820406691373,1.9087746988677e-06,78,89,272,0.000101499909316267,0.0488057306823761,3.49047532884061e-07,95,87,260
171,"P025","R03",0.00030260955376539,0.0648820406691373,1.90877469886835e-06,79,88,271,0.000101499909316267,0.0488057306823762,3.49047532891e-07,94,86,259
241,"P035","R03",0.000302526929831625,0.0648758958602,3.38359815637765e-05,80,93,170,0.000101506491175621,0.0488055486550562,4.51808212895838e-06,85,89,175
252,"P036","R09",0.000302419310811485,0.0648691880129952,6.73288791238216e-06,81,94,238,0.000101505067726967,0.0488053312703591,7.31069734680179e-08,86,90,281
91,"P013","R09",0.000302416054603717,0.0648679225549156,8.2490944372282e-05,82,95,94,0.000101504596927859,0.048805279932163,1.65528531727716e-05,87,91,81
10,"P002","R03",0.000302375413229205,0.0648591405986338,2.0566635818754e-07,83,97,293,0.00010149007143763,0.0488033067747293,5.98662266981798e-09,101,97,291
157,"P023","R03",0.000302375413229205,0.0648591405986338,2.05666358188316e-07,84,96,291,0.000101490071437629,0.0488033067747294,5.98662266981798e-09,102,96,291
38,"P006","R03",0.000302375413229205,0.0648591405986338,2.05666358187889e-07,84,97,292,0.000101490071437629,0.0488033067747293,5.98662269063466e-09,103,98,290
75,"P011","R07",0.000302357720961031,0.0649838029139169,6.82047842886831e-05,86,47,103,0.000101729237757141,0.048930038143771,1.52318533315557e-05,44,42,98
54,"P008","R07",0.000302357720961031,0.0649838029139169,6.82047842886826e-05,87,48,104,0.000101729237757141,0.048930038143771,1.52318533315418e-05,44,41,99
185,"P027","R03",0.000302287109605622,0.0648541688741681,0.000131014935591202,88,99,54,0.000101482929696595,0.0488023564726976,2.06863363987966e-05,104,105,60
150,"P022","R03",0.000302287109605622,0.0648541688741681,0.000131014935591201,89,99,55,0.000101482929696595,0.0488023564726977,2.06863363987966e-05,105,104,60
191,"P028","R02",0.000302272585740555,0.0649755302081134,9.926768454194e-07,90,52,280,0.000101735638756043,0.0489298105701225,4.69732439452308e-07,41,43,249
163,"P024","R02",0.000302272585740555,0.0649755302081134,9.92676845419988e-07,90,53,279,0.000101735638756043,0.0489298105701225,4.69732439424553e-07,42,44,250
189,"P027","R09",0.000302178088601033,0.0648474135351577,9.43116081465381e-05,92,103,79,0.000101481552129707,0.048802142836031,1.59290628147582e-05,107,107,88
154,"P022","R09",0.000302178088601033,0.0648474135351577,9.43116081465372e-05,93,102,80,0.000101481552129707,0.048802142836031,1.59290628147443e-05,106,106,89
227,"P033","R03",0.000302173266880237,0.0648473973339524,2.2147448155828e-05,94,104,197,0.000101495801040733,0.0488029897520959,2.16896833971081e-06,96,99,204
205,"P030","R02",0.000302148569470748,0.0649689420036957,2.62268368388013e-05,95,55,187,0.000101728399701582,0.0489288484668122,4.91196648497866e-06,46,46,167
62,"P009","R07",0.000302126165101389,0.0649676625737269,4.05970976248132e-05,96,56,160,0.000101733064374789,0.0489294979455801,7.71370922573317e-06,43,45,147
248,"P036","R04",0.000302115261836001,0.0648450139270026,1.11261408259683e-05,97,105,219,0.000101494466459716,0.0488028938999132,1.92954680025559e-07,97,100,267
88,"P013","R04",0.000302110290016525,0.0648428412729385,0.000100369497434974,98,107,77,0.000101493802817495,0.0488027920924045,1.88257149243767e-05,100,102,72
242,"P035","R04",0.000302083434531415,0.0648436763270169,2.85249497324382e-05,99,106,178,0.000101494442736109,0.0488028864192856,3.68407901452789e-06,98,101,186
215,"P031","R07",0.000302060399079805,0.0649640062773707,2.71041091734241e-05,100,57,182,0.0001017265514154,0.0489286519133889,5.3230574306104e-06,47,47,158
231,"P033","R09",0.000302033711993316,0.0648393489854966,1.19918094208855e-05,101,108,216,0.000101494353862502,0.0488027648862142,1.19730951108482e-06,99,103,224
277,"P040","R05",0.000301974269711954,0.0647594671127926,3.84834069998828e-05,102,148,162,0.00010134763943415,0.0487313883956728,6.9193225309197e-06,165,165,150
137,"P020","R05",0.000301974269711954,0.0647594671127926,3.84834069998829e-05,103,147,161,0.00010134763943415,0.0487313883956728,6.91932253086419e-06,165,166,151
243,"P035","R05",0.000301897329897895,0.0647595877226215,9.66920433948168e-06,104,146,229,0.000101353723974997,0.0487322886186526,1.997512333686e-06,164,164,209
206,"P030","R03",0.000301868957468229,0.0648300989983159,1.9647547301209e-05,105,112,205,0.000101472721227631,0.0488008949783703,3.99448041300127e-06,108,108,178
82,"P012","R07",0.00030185186126187,0.0649391323679028,9.14807479968814e-05,106,70,82,0.000101710076078304,0.0489253577909074,2.34929487181804e-05,53,49,48
117,"P017","R07",0.00030185186126187,0.0649391323679028,9.14807479968809e-05,106,70,83,0.000101710076078304,0.0489253577909074,2.34929487181873e-05,56,48,47
131,"P019","R07",0.00030185186126187,0.0649391323679028,9.14807479968797e-05,108,73,85,0.000101710076078304,0.0489253577909074,2.34929487181665e-05,55,49,49
285,"P041","R07",0.00030185186126187,0.0649391323679028,9.14807479968799e-05,109,70,84,0.000101710076078304,0.0489253577909074,2.34929487181526e-05,53,51,50
109,"P016","R06",0.000301839544560479,0.0646659231914266,0.000144532613593532,110,186,42,0.000101186150963007,0.0486556042088547,1.59803136664735e-05,192,190,87
263,"P038","R06",0.000301839544560479,0.0646659231914266,0.00014453261359353,111,186,43,0.000101186150963007,0.0486556042088547,1.59803136665013e-05,192,191,86
166,"P024","R06",0.000301814765586785,0.0646648696987345,9.01024639125281e-05,112,188,86,0.000101186134251093,0.048655597537461,5.20641931419513e-06,194,193,160
194,"P028","R06",0.000301814765586785,0.0646648696987344,9.01024639125275e-05,112,189,87,0.000101186134251093,0.0486555975374611,5.20641931419513e-06,194,192,160
116,"P017","R06",0.000301735639674105,0.0646530369412595,0.000188970097695306,114,191,22,0.000101170872099664,0.0486535071750627,2.90923055287703e-05,205,200,28
130,"P019","R06",0.000301735639674105,0.0646530369412595,0.000188970097695307,114,193,19,0.000101170872099664,0.0486535071750627,2.90923055287842e-05,205,201,25
81,"P012","R06",0.000301735639674105,0.0646530369412595,0.000188970097695307,116,191,20,0.000101170872099664,0.0486535071750627,2.90923055287773e-05,207,201,27
284,"P041","R06",0.000301735639674105,0.0646530369412595,0.000188970097695306,117,193,21,0.000101170872099664,0.0486535071750627,2.90923055287842e-05,207,203,25
80,"P012","R05",0.000301730605459134,0.0647402697187844,6.58788483755309e-05,118,159,110,0.000101322971905507,0.0487291201226049,1.93684272519964e-05,171,168,70
129,"P019","R05",0.000301730605459134,0.0647402697187844,6.58788483755305e-05,118,159,111,0.000101322971905507,0.0487291201226049,1.93684272520173e-05,174,170,68
115,"P017","R05",0.000301730605459134,0.0647402697187844,6.58788483755317e-05,120,159,109,0.000101322971905507,0.0487291201226049,1.93684272520242e-05,172,168,67
283,"P041","R05",0.000301730605459134,0.0647402697187844,6.587884837553e-05,120,159,112,0.000101322971905507,0.0487291201226049,1.93684272520103e-05,172,171,69
61,"P009","R06",0.000301694311590547,0.0646594089953518,0.000124154578351049,122,190,58,0.000101185238336731,0.048655463188996,1.28696770446135e-05,196,194,110
2,"P001","R02",0.000301685551718268,0.0649328176560244,9.74347126345849e-06,123,74,228,0.000101710321140839,0.0489252973145252,1.24874460714214e-06,51,52,219
268,"P039","R02",0.000301685551718268,0.0649328176560244,9.74347126345896e-06,123,75,227,0.000101710321140839,0.0489252973145251,1.24874460706581e-06,51,53,220
11,"P002","R06",0.000301681928351946,0.0646493593267018,5.4880748524621e-05,125,196,129,0.000101184539795032,0.0486542506895494,1.54352811788244e-06,197,195,214
39,"P006","R06",0.000301681928351946,0.0646493593267018,5.48807485246209e-05,125,196,130,0.000101184539795032,0.0486542506895494,1.54352811786856e-06,198,196,215
158,"P023","R06",0.000301681928351946,0.0646493593267018,5.48807485246217e-05,127,195,128,0.000101184539795032,0.0486542506895493,1.54352811784081e-06,198,197,216
24,"P004","R04",0.000301672671591874,0.064813660110144,1.00895821649174e-06,128,114,278,0.000101462539460961,0.0487994650279043,4.95699352863477e-07,116,109,248
66,"P010","R04",0.000301672671591874,0.064813660110144,1.00895821649185e-06,129,114,277,0.000101462539460961,0.0487994650279043,4.95699352918988e-07,117,110,247
293,"P042","R07",0.000301653352641806,0.0649300535526746,5.57103453688408e-05,130,76,126,0.000101708555008803,0.0489251137023693,1.22528914984835e-05,58,54,112
48,"P007","R07",0.000301653352641806,0.0649300535526746,5.57103453688406e-05,130,76,127,0.000101708555008803,0.0489251137023693,1.22528914985112e-05,57,55,111
4,"P001","R04",0.000301631402437589,0.0648120514772707,3.24756685420526e-06,132,116,259,0.000101462511167975,0.0487994569914633,4.03012891413146e-07,118,111,255
270,"P039","R04",0.000301631402437589,0.0648120514772707,3.24756685420468e-06,132,116,260,0.000101462511167975,0.0487994569914632,4.03012891454779e-07,119,112,254
192,"P028","R03",0.00030162534058351,0.0648078161110199,2.21124891186518e-06,134,120,267,0.000101469517745043,0.0487993323667018,7.44835257408816e-07,109,113,238
164,"P024","R03",0.00030162534058351,0.0648078161110199,2.21124891186528e-06,135,120,266,0.000101469517745043,0.0487993323667018,7.44835257429632e-07,109,113,237
107,"P016","R02",0.000301549343073751,0.0649209209501823,1.13086608337707e-05,136,78,217,0.000101714900411833,0.0489248779024182,4.83862333364171e-06,48,56,169
261,"P038","R02",0.000301549343073751,0.0649209209501823,1.13086608337693e-05,136,79,218,0.000101714900411833,0.0489248779024182,4.83862333366947e-06,49,57,168
187,"P027","R05",0.000301531243340885,0.0647266518494873,6.56756550095967e-05,138,170,113,0.00010132836538402,0.0487287114500383,1.3241638304122e-05,168,175,108
152,"P022","R05",0.000301531243340885,0.0647266518494873,6.56756550095956e-05,139,169,114,0.00010132836538402,0.0487287114500384,1.32416383041081e-05,168,174,109
19,"P003","R06",0.000301524976183046,0.064642371340217,4.58299551927161e-05,140,200,141,0.000101183606469006,0.0486541064482576,6.87908866522924e-07,200,198,240
173,"P025","R06",0.000301524976183046,0.064642371340217,4.58299551927159e-05,141,200,142,0.000101183606469006,0.0486541064482576,6.87908866522924e-07,200,198,240
74,"P011","R06",0.000301524716168789,0.0646432968494705,0.000175191666192044,142,199,27,0.000101169326321257,0.0486532554357872,2.31582688079435e-05,210,205,54
53,"P008","R06",0.000301524716168789,0.0646432968494705,0.000175191666192044,143,198,28,0.000101169326321257,0.0486532554357872,2.31582688079365e-05,209,205,55
25,"P004","R05",0.000301515237325108,0.0647304411838275,5.13150686266761e-06,144,166,247,0.000101321444767419,0.0487288704659986,1.31242127062586e-06,175,172,217
67,"P010","R05",0.000301515237325108,0.0647304411838275,5.13150686266755e-06,144,166,248,0.000101321444767419,0.0487288704659986,1.31242127062586e-06,176,172,217
228,"P033","R05",0.000301506768674591,0.0647287301891535,4.22081198886251e-06,146,168,255,0.000101342769691802,0.0487296683979732,6.4862528046522e-07,167,167,242
47,"P007","R06",0.000301488947995311,0.0646419552185543,0.000147183930212091,147,202,40,0.000101169246677015,0.0486532463325839,1.84306792493857e-05,211,207,74
292,"P042","R06",0.000301488947995311,0.0646419552185542,0.000147183930212091,147,203,41,0.000101169246677015,0.0486532463325839,1.84306792494274e-05,211,208,73
112,"P016","R09",0.000301488635127767,0.0647998874324687,2.68495397373506e-05,149,122,183,0.000101468045852735,0.0487991077366434,8.23486747311003e-06,112,115,142
266,"P038","R09",0.000301488635127767,0.0647998874324687,2.68495397373496e-05,149,122,184,0.000101468045852735,0.0487991077366434,8.23486747309615e-06,111,116,143
143,"P021","R04",0.000301486818373802,0.0647994758778843,2.83894499166068e-06,151,124,261,0.00010144758189941,0.0487974367003018,1.58430001242355e-06,135,123,212
94,"P014","R04",0.000301486818373802,0.0647994758778843,2.83894499165983e-06,152,124,262,0.000101447581899409,0.0487974367003019,1.58430001240967e-06,136,122,213
255,"P037","R04",0.000301486818373802,0.0647994758778843,2.8389449916596e-06,152,124,263,0.000101447581899409,0.0487974367003019,1.58430001247906e-06,136,121,211
84,"P012","R09",0.000301451329302553,0.0647923340581114,5.07575678078772e-05,154,127,134,0.000101453929863986,0.0487972168388371,1.76290958298977e-05,124,126,76
287,"P041","R09",0.000301451329302553,0.0647923340581114,5.07575678078765e-05,155,127,137,0.000101453929863986,0.0487972168388371,1.76290958298769e-05,127,127,77
133,"P019","R09",0.000301451329302553,0.0647923340581114,5.07575678078769e-05,155,130,136,0.000101453929863986,0.0487972168388372,1.76290958298769e-05,124,125,77
119,"P017","R09",0.000301451329302553,0.0647923340581114,5.07575678078771e-05,157,127,135,0.000101453929863986,0.0487972168388372,1.762909582987e-05,126,124,79
58,"P009","R02",0.000301428107607065,0.064915381218746,6.06397757839898e-06,158,80,244,0.000101714031010014,0.0489247434009366,2.94586409500114e-06,50,58,190
14,"P002","R09",0.000301396230471111,0.0647870602620215,7.46623884699648e-07,159,135,288,0.000101466578434968,0.0487978259408516,8.86731620769465e-08,113,118,277
161,"P023","R09",0.000301396230471111,0.0647870602620215,7.466238846998e-07,160,134,287,0.000101466578434968,0.0487978259408516,8.86731620283743e-08,113,120,278
42,"P006","R09",0.000301396230471111,0.0647870602620215,7.46623884701038e-07,160,135,286,0.000101466578434968,0.0487978259408516,8.8673162111641e-08,113,119,276
269,"P039","R03",0.000301345082745423,0.0647894383372537,6.07152805948875e-06,162,131,242,0.0001014538320144,0.0487971854092342,8.36312126890892e-07,129,129,231
3,"P001","R03",0.000301345082745423,0.0647894383372537,6.07152805948691e-06,162,131,243,0.0001014538320144,0.0487971854092342,8.36312126890892e-07,128,128,231
207,"P030","R04",0.000301299032250359,0.0647871961625757,1.48099260286501e-05,164,133,212,0.000101459130882182,0.0487978549241383,2.98471631773184e-06,120,117,189
28,"P004","R09",0.000301277117525195,0.0647842274779926,1.53250543220675e-06,165,137,274,0.000101452478821677,0.0487969793602436,7.71923699058319e-07,131,131,236
70,"P010","R09",0.000301277117525195,0.0647842274779926,1.5325054322069e-06,166,137,273,0.000101452478821677,0.0487969793602436,7.71923699072197e-07,130,130,235
60,"P009","R05",0.000301262953789416,0.0647130655000682,3.02042220388023e-05,167,171,176,0.000101325770341276,0.048728351004471,7.31004839089194e-06,170,176,149
125,"P018","R08",0.000301243033242263,0.0645278265364418,8.17696244285574e-06,168,224,236,0.000101046733737354,0.0485749981594712,4.57011170042904e-06,224,224,174
114,"P017","R04",0.000301156445165034,0.064768624252179,4.13100771336003e-05,169,143,154,0.000101443359632699,0.0487947847539568,1.57677837796036e-05,138,138,90
282,"P041","R04",0.000301156445165034,0.0647686242521791,4.13100771335996e-05,170,141,156,0.000101443359632699,0.0487947847539568,1.5767783779562e-05,141,141,93
128,"P019","R04",0.000301156445165034,0.064768624252179,4.13100771336001e-05,170,144,155,0.000101443359632699,0.0487947847539568,1.57677837795897e-05,138,139,91
79,"P012","R04",0.000301156445165034,0.064768624252179,4.13100771336014e-05,172,142,153,0.000101443359632699,0.0487947847539568,1.57677837795897e-05,138,140,91
212,"P031","R03",0.000301130915242055,0.0647750279652453,4.08205032904942e-06,173,139,256,0.000101451933557456,0.0487959605602356,2.16132727673402e-06,132,133,205
214,"P031","R06",0.000301118595634178,0.0646154775026837,9.9251521783732e-05,174,208,78,0.000101165983828531,0.048651634255752,9.70379073588629e-06,213,209,136
59,"P009","R04",0.000301073392962591,0.0647706765524316,1.26460305599716e-05,175,140,214,0.00010145660700954,0.0487965412740323,4.82866197053927e-06,121,132,170
123,"P018","R06",0.000301069816647655,0.0646110746622207,6.24425543568844e-06,176,209,241,0.000101196389525118,0.048653437393185,3.14287710475453e-06,190,204,188
